title,image link,url,brand,description
TISSUE ISSUE ISS.009 Chaoshan Food Map / 潮汕美食地图,//3ssstudios.com/cdn/shop/files/DSC3847_1080x1530.jpg?v=1694038883,https://3ssstudios.com/collections/publications/products/tissue-issue-iss-009-chaoshan-food-map-%E6%BD%AE%E6%B1%95%E7%BE%8E%E9%A3%9F%E5%9C%B0%E5%9B%BE,鹅卵茄/TISSUE ISSUE,"这本关于潮汕地区零食工厂的地图册背后是一个关于产地集合和产地关系的虚拟田野调查。潮汕地区主要包含潮州，汕头，以及揭阳三市。蔗糖的生产以及贸易自古以来就是当地的重要产业，以及梅子与柑橘类在潮汕地区也有大量的种植，而过盛的原材料也催生出各种腌渍类的蜜饯话梅等带有古典色彩的零食。随着时间的推移零食的种类也进化出了像是“牛羊配”“流口水”等这样被认为是“童年回忆”的零食。某种意义而言，相较于近年大火的潮汕牛肉火锅或是精品潮州菜来说，这些当年5角1块钱的廉价零食，才是全国范围很多人的潮汕饮食启蒙。这种产地集合的社会现象的背后是农作物与食品加工业，生产史，甚至是宗族观念下的传承与社会纽带关系。*本期随刊产品为一个糖果扭蛋机。This map book about snack factories in the Chaoshan region is underpinned by a virtual field study on the concepts of origin aggregation and relationships between production sites.The Chaoshan region primarily encompasses the cities of Chaozhou, Shantou, and Jieyang. The production and trade of cane sugar have been vital local industries since ancient times. Moreover, plums and citrus fruits are extensively cultivated in this area. The abundant availability of these raw materials has given rise to a variety of classic snacks like preserved plums and other candied fruits. Over time, the variety of snacks evolved to include items like ""Niu Yang Pei"" and ""Liu Kou Shui,"" which are nostalgically remembered as ""childhood treats."" In some respects, compared to the recent popularity of Chaoshan beef hot pot or gourmet Chaozhou cuisine, these inexpensive snacks that once cost between 0.5 to 1 RMB are the genuine culinary introduction to Chaoshan for many people nationwide. Underlying this phenomenon of origin aggregation are the connections between agriculture, the food processing industry, production history, and even the legacy and social ties rooted in clan concepts. The supplementary product for this issue is a candy capsule toys.about EggPlant鹅卵茄在对“eggplant“英文一词的凝视中，我们意识到茄子的命名可能是由一颗形似鹅蛋的白茄子而来，这个单词成型背后包含了类型学，造词现象，图像翻译等可发散讨论的方向。受此启发，我们将EggPlant译为鹅卵茄。鹅卵茄旨在发现艺术家和个人，共同探索艺术和商品之间的缝隙的可能性。Staring at the term “eggplant” , we realized its name likely got from a white oval aubergine in 19 century. The structure of the term could extend to a discussion of typology, phenomenon of coinage and image translation, and so on. Inspired by this mishmash experience, EggPlant aims to collaborate with artists and creative individuals to explore the possibility of the niche between art and merchandise.aboutTISSUE ISSUETISSUE ISSUE是鹅卵茄EggPlant于2022年创办的期刊zine项目。TISSUE ISSUE字面翻译为纸巾问题，也可以是薄纸杂志。是一本⻚数不确定，关注点发散，定期更新的爱好者杂志，为艺术爱好者们提供出版物与产品之间的对话。TISSUE ISSUE is a periodical zine project founded by EggPlant in 2022. Each issue focus on omnivorous subjects, in the form of flexible pages, to create the conversation between publication and product for artist and amateur."
TISSUE ISSUE ISS.007 Objects for Ascension / 提升的对象,//3ssstudios.com/cdn/shop/files/DSC3842_1080x1530.jpg?v=1694038648,https://3ssstudios.com/collections/publications/products/tissue-issue-iss-007-objects-for-ascension-%E6%8F%90%E5%8D%87%E7%9A%84%E5%AF%B9%E8%B1%A1,"Rachel Jackson, Brandon Brandy","这本看似孟菲斯风格的家具手册实际是Rachel Jackson和Brandon Brandy两个人通过输入指令由AI生成的，借此来讨论范式设计风格可被AI所超越的可能性。本期是与洛杉矶艺术家Rachel Jackson和Brandon Brandy合作的一期关于孟菲斯家具与bootleg的zine。这本zine给人的第一印象更像是的一本家居购买手册，然而里面的图像全部是由通过输入指令关键词在AI软件中随机生成而出的。艺术家借此来讨论范式设计风格可被AI所超越的可能性。*本期随刊产品是一个基于“佚名作者的孟菲斯棕榈树灯”为原型的超乎你想象尺寸的超大号冰箱贴，他的魔力可以让你的家居秒变孟菲斯风格。This book, which appears to be a Memphis-style furniture guide, was actually generated by Rachel Jackson and Brandon Brandy through AI command inputs. Through this, they discuss the potential for paradigmatic design styles to be surpassed by AI.This issue is a collaboration with Los Angeles artists Rachel Jackson and Brandon Brandy, focusing on Memphis furniture and bootleg zines. At first glance, this zine may seem like a home furnishings catalog. However, all the images inside were randomly generated in AI software through keyword commands. The artists use this to explore the possibility that the paradigm of design styles can be transcended by AI. The supplementary product for this issue is an oversized fridge magnet modeled after the ""Anonymous Author's Memphis Palm Tree Lamp."" Its magical effect can instantly transform your home décor to the Memphis style.about EggPlant鹅卵茄在对“eggplant“英文一词的凝视中，我们意识到茄子的命名可能是由一颗形似鹅蛋的白茄子而来，这个单词成型背后包含了类型学，造词现象，图像翻译等可发散讨论的方向。受此启发，我们将EggPlant译为鹅卵茄。鹅卵茄旨在发现艺术家和个人，共同探索艺术和商品之间的缝隙的可能性。Staring at the term “eggplant” , we realized its name likely got from a white oval aubergine in 19 century. The structure of the term could extend to a discussion of typology, phenomenon of coinage and image translation, and so on. Inspired by this mishmash experience, EggPlant aims to collaborate with artists and creative individuals to explore the possibility of the niche between art and merchandise.aboutTISSUE ISSUETISSUE ISSUE是鹅卵茄EggPlant于2022年创办的期刊zine项目。TISSUE ISSUE字面翻译为纸巾问题，也可以是薄纸杂志。是一本⻚数不确定，关注点发散，定期更新的爱好者杂志，为艺术爱好者们提供出版物与产品之间的对话。TISSUE ISSUE is a periodical zine project founded by EggPlant in 2022. Each issue focus on omnivorous subjects, in the form of flexible pages, to create the conversation between publication and product for artist and amateur."
TISSUE ISSUE ISS.006 Cheap; Yellow; Smile / 廉价；黄色；笑脸,//3ssstudios.com/cdn/shop/files/DSC3840_1080x1530.jpg?v=1694038370,https://3ssstudios.com/collections/publications/products/tissue-issue-iss-006-cheap-yellow-smile-%E5%BB%89%E4%BB%B7-%E9%BB%84%E8%89%B2-%E7%AC%91%E8%84%B8,鹅卵茄/TISSUE ISSUE,"从黄色笑脸这一个视觉符号出发，来讨论它的廉价感和泛用性以及背后所涉及的结构性问题。黄色笑脸起初由Harvey Ball用了十分钟为某个保险公司设计出用于鼓舞人心，并命名为Worcester Smiley，后由Franklin Loufrani盗窃式的抢注了版权。时至今日黄色笑脸作为一种当代符号就像他的所属权一样充满矛盾的荒诞性：廉价，昂贵，反叛，喜悦。。。他既可以是的地下文化的反叛标签；同时又出现在从唐人街流行到全球的免费塑料袋之上，成为了迎合刻板印象的隐喻。讽刺的是疫情期间这款充满正能量的笑脸符号又一次受到市场青睐。基于黄色笑脸引发的复杂现象，使得他成为了一个含义模糊的符号。在身份政治成为某种意义上的普世价值观的今天，不难想象当这个黄色笑脸被置换成更深的颜色黑色褐色其他颜色会引起什么样的波澜，但这种推想触及甚至突破了“政治正确性”的底线的话，那更应证了黄色笑脸背后的在过往传播中所存在的系统性问题。黄色代表着什么？微笑又又代表着什么？从这个角度来看，这黄色笑容并不具备普遍性，反倒是显得十分廉价。*本期随刊产品为3个CHEAP YELLOW SMILE口罩。Starting from the yellow smiley face as a visual symbol, this edition delves into its perceived cheapness, universality, and the underlying structural issues.The yellow smiley face was originally designed in just ten minutes by Harvey Ball for an insurance company to boost morale and was named the Worcester Smiley. Later, its copyright was controversially claimed by Franklin Loufrani. Today, this yellow smiley face, as a contemporary symbol, possesses an absurdity as contradictory as its ownership: cheap, expensive, rebellious, joyful... It can be a tag for underground rebellious culture, yet it also appears on free plastic bags popular from Chinatown to the world over, becoming a metaphor for pandering to stereotypes. Ironically, amidst the pandemic, this positive smiley symbol once again gained market popularity. Due to the intricate phenomena surrounding the yellow smiley, its meaning has become blurred. In today's world, where identity politics has, in some sense, become a universal value, it's intriguing to speculate on the ripples caused if this yellow smiley was recolored to darker shades or other colors. If such speculation touches or even breaches the line of ""political correctness,"" it further attests to the systemic issues underlying the past dissemination of the yellow smiley. What does yellow represent? What does a smile signify? From this viewpoint, the yellow grin isn't universal at all; it seems rather cheap. The product accompanying this issue is a set of three 'CHEAP YELLOW SMILE' masks.about EggPlant鹅卵茄在对“eggplant“英文一词的凝视中，我们意识到茄子的命名可能是由一颗形似鹅蛋的白茄子而来，这个单词成型背后包含了类型学，造词现象，图像翻译等可发散讨论的方向。受此启发，我们将EggPlant译为鹅卵茄。鹅卵茄旨在发现艺术家和个人，共同探索艺术和商品之间的缝隙的可能性。Staring at the term “eggplant” , we realized its name likely got from a white oval aubergine in 19 century. The structure of the term could extend to a discussion of typology, phenomenon of coinage and image translation, and so on. Inspired by this mishmash experience, EggPlant aims to collaborate with artists and creative individuals to explore the possibility of the niche between art and merchandise.aboutTISSUE ISSUETISSUE ISSUE是鹅卵茄EggPlant于2022年创办的期刊zine项目。TISSUE ISSUE字面翻译为纸巾问题，也可以是薄纸杂志。是一本⻚数不确定，关注点发散，定期更新的爱好者杂志，为艺术爱好者们提供出版物与产品之间的对话。TISSUE ISSUE is a periodical zine project founded by EggPlant in 2022. Each issue focus on omnivorous subjects, in the form of flexible pages, to create the conversation between publication and product for artist and amateur."
TISSUE ISSUE ISS.005 Blink-Blink / 羁绊链接,//3ssstudios.com/cdn/shop/files/DSC3838_1080x1530.jpg?v=1694035896,https://3ssstudios.com/collections/publications/products/tissue-issue-iss-005-blink-blink-%E7%BE%81%E7%BB%8A%E9%93%BE%E6%8E%A5,"鹅卵茄/TISSUE ISSUE, meltingwang王宇琛","meltingwang王宇琛将自己作品中大量出现的链条与链接进行一次图像串联，从另外一个角度去分析其作品中这一视觉符号的由来。meltingwang王宇琛将⾃自⼰己作品中⼤大量量出现的链条与链接进⾏行行⼀一次图像串串联：从油画中的中世纪意⼤大利利贵族佩戴着象征财富和地位的office chain，到由Slick Rick引领rapper佩戴巨型项链的⻛风潮，隐约刻在DNA⾥里里的珠宝恐惧症，由监狱⽂文化延伸出来的chain gang(链锁囚犯)，以及穿插了了meltingwang早期油画再到近期作品中以链条为元素的雕塑作品。链条作为⼀一个常⻅见但却不不起眼且带有多层含义的符号在当今仍旧在延续着它⽭矛盾的含义。永恒的圆圈与其他圆圈相连，没有起点也没有终点，Blink-Blink是Bling-Bling和Link组合在⼀一起的结果。*本期随刊产品是meltingwang设计的羁绊链接飘带。Meltingwang (Wang Yuchen) connects the chains and links that frequently appear in his works, analyzing from a different perspective the origins of this visual symbol in his art.Meltingwang (Wang Yuchen) connects the frequently appearing chains and links in his works visually: from oil paintings of medieval Italian nobles wearing the ""office chain"" symbolizing wealth and status, to the trend led by Slick Rick of rappers wearing oversized necklaces, the subtly inscribed fear of jewelry in our DNA, the ""chain gang"" (chained prisoners) stemming from prison culture, as well as the sculptures featuring chains in Melting Wang's early oil paintings and recent works. Chains, as a common yet inconspicuous symbol with multilayered meanings, continue to carry its contradictory significance today. Eternal circles linked with other circles, having neither a starting point nor an endpoint. ""Blink-Blink"" is the result of combining ""Bling-Bling"" and ""Link"".Accompanying this issue is a 'Bonding Links scarf' designed by Meltingwang.about EggPlant鹅卵茄在对“eggplant“英文一词的凝视中，我们意识到茄子的命名可能是由一颗形似鹅蛋的白茄子而来，这个单词成型背后包含了类型学，造词现象，图像翻译等可发散讨论的方向。受此启发，我们将EggPlant译为鹅卵茄。鹅卵茄旨在发现艺术家和个人，共同探索艺术和商品之间的缝隙的可能性。Staring at the term “eggplant” , we realized its name likely got from a white oval aubergine in 19 century. The structure of the term could extend to a discussion of typology, phenomenon of coinage and image translation, and so on. Inspired by this mishmash experience, EggPlant aims to collaborate with artists and creative individuals to explore the possibility of the niche between art and merchandise.aboutTISSUE ISSUETISSUE ISSUE是鹅卵茄EggPlant于2022年创办的期刊zine项目。TISSUE ISSUE字面翻译为纸巾问题，也可以是薄纸杂志。是一本⻚数不确定，关注点发散，定期更新的爱好者杂志，为艺术爱好者们提供出版物与产品之间的对话。TISSUE ISSUE is a periodical zine project founded by EggPlant in 2022. Each issue focus on omnivorous subjects, in the form of flexible pages, to create the conversation between publication and product for artist and amateur."
SCRIM,//3ssstudios.com/cdn/shop/files/fc1b16194fa5f57eeb4b70622a3b724f_daf6cdbb-1041-437b-9c0d-41d86a080a2b_1080x1530.jpg?v=1693605280,https://3ssstudios.com/collections/publications/products/scrim-2,Ida Nissen,"SCRIM is an artists’ book functioning as a purposeful record of Ida Nissen’s creative process, as well as a collection of finished works. This rich edition, printed in five colours, presents a broad spectrum of the artist’s influences and sources, unpacking ideas and underlying manoeuvres in flux between distant and close, foreign, and alike, hidden and revealed.Remnants from the colour darkroom and the large-format camera blend with memories, found images, book clippings and cut-out shapes forming a stream of consciousness interspersed with Nissen’s finished collage works.The hard-cover book is clothbound in a granite-black fabric with a loose weave, referencing the book’s title and nature of a scrim fabric. The silver Pantone ink used throughout hearkens back to the gelatin silver darkroom process fundamental to Nissen’s experimental analogue, camera-based practice.The typeface in use, Favorit Hangul, underlines and complements the search into the artist’s South Korean origin as its tubular shapes and geometric constructions formally reference the Korean Hangul alphabet.5-colour offset, CMYK with metallicsilver pantone.Clothbound hardcoverwith silkscreen print.Edition of 250 + 50 special edition,202219 x 24,5 cm, 152 pagesDesigned by Lodret Vandret and the artistGraphic design by Johan RosenmuntheWords by Ida NissenISBN 978-87-92988-27-0"
Image Overflow,//3ssstudios.com/cdn/shop/files/ImageOverflow_1080x1530.jpg?v=1691169557,https://3ssstudios.com/collections/publications/products/image-overflow,Gustavo Murillo Fernandez-Valdes,"Image Overflowis a publication looking at a collection of moments that made possible the current ubiquity of images.This project is a nonlinear look at scenes such as the first ever telegraph line built by Napoleon, the growth of global telecommunication networks in the 1800s, the use of telephone lines to send news photographs up until the 1990s and the first large scale connection of digital single-lens reflex (DSLR) cameras to cover the football World Cup in 1998.PaperbackPerfect binding194 p.18 x 11.5 cm"
Heat,//3ssstudios.com/cdn/shop/files/1_c23ee41a-5529-46ea-a96c-b03928b15a6c_1080x1530.jpg?v=1691167198,https://3ssstudios.com/collections/publications/products/heat,Caroline Corbasson and Andrea Montano,"Long stored in a cabinet these 50’s-90’s archive images document the work of astrophysicists over many years at the Marseille Astrophysics Laboratory. Some of these shots were remarkable breakthroughs for the time. Mementos of both human and scientific adventures, they are the tangible traces of the historical capabilities of these research centers which designed and produced instruments to observe the universe.These black and white images have gradually lost their function andpurpose. They may have been abandoned, but they have still escaped the dreadful outcome of so many unusable documents, they were gifted to the artist Caroline Corbasson who, alongside the photographer Andrea Montano, explored the poetry within.The book and its images will be accompanied by a text by the french historian and curator Luce Lebart:“With or without legends, these images of stellar fields torn from their context of production and use resemble as much a photogram of dust clusters as a magnification of the photolytic structure of the silver grains constituting the image. The fascinating beauty of these photographs oscillates in vertigo between the immensely large and the immensely small, between the star and the task, between the dust and the star. And the boundaries are porous between a scientific image and an abstract image offered to aesthetic delight.These osmosis between scientific and artistic images recall the malleability of photographs. They have this immense facility to one day be in the field of science, another in the field of archive and then art to be considered again as documents and finally all at once.”32 × 24 cm,47p, hardcoverFrench / EnglishIMAGES: CAROLINE CORBASSONAND ANDREA MONTANOTEXT: LUCE LEBARTEDITORIAL DIRECTION & SEQUENCING:BUREAU KAYSERDESIGN: SYNDICATTRANSLATION: JEFFREY ZUCHERMANCAPTIONS: MICHEL MARCELIN(CNRS RESEARCH DIRECTOR)PROJECT SUPPORTED BYFONDATION ANTOINE DE GALBERT500 CopiesJanuary 2023"
(RARE) Checked Baggage (No. 2339 Prohibited Item),//3ssstudios.com/cdn/shop/files/1_2850d9aa-781d-4475-ac44-afd0f426e29f_1080x1530.png?v=1689368999,https://3ssstudios.com/collections/publications/products/checked-baggage,Christien Meindertsma,"Checked Baggage, first published in 2004, is one of two graduation projects by Christien Mendeltsma at the Design Academy Eindhoven.The book covers all the items confiscated from travelers at Schiphol Airport during a week.Everything from children's cutlery to potato knives, hairdresser's scissors to nail clippers was confiscated.Through this project,Mendeltsma tried to visually show the absurdity of having personal belongings confiscated in an era of heightened security.In 2004, 1,000 books were published, and for each one sold, the original confiscated item was handed over to the purchaser.In 2006, two years after its publication, it was introduced inThe Photobook: A History VOLUME II, which summarizes the history of photography books by Martin Parr, and has become one of the books that has been highly acclaimed all over the world.Mendelzma kept 1843 volumes of ""confiscations"", so this second and final edition of this art piece is 1843 volumes.Each book has one of the confiscated items wrapped in shrink wrap.All the confiscated items included are different.The one copy for sale here is shown in the first slide.350 pagessoftcover200 x 140 mm97849907173772nd and last edition of 18432022"
Somewhere,//3ssstudios.com/cdn/shop/files/2_9ab42461-73d3-4a85-9c9b-604e034659c5_1080x1530.png?v=1688841700,https://3ssstudios.com/collections/publications/products/somewhere,Lisa Klapstock,"Toronto-based artist Lisa Klapstock photographed cultural bookstores in Berlin, Paris, and New York over the years, resulting in this artist book. She began by photographing books, eventually shifting her gaze to the people interacting with books, showing how the mostly solitary, immersive act of reading can make everything else fall away. Her abstract pictures are rich in colour and pattern and often combined with multiple perspectives, alluding to the worlds hidden in books, evoking landscapes, cityscapes, or interiors. Klapstock’s work focuses on everyday places and the ways they are occupied by people. She has exhibited widely in North America and Europe.128 p, ills colour & bw, 24 x 32 cm, hb, English"
Neke Carson : Works on Art and Rectal Realism,//3ssstudios.com/cdn/shop/files/01_cceba39c-937e-421a-96aa-b7a3d845641f_1080x1530.jpg?v=1688791320,https://3ssstudios.com/collections/publications/products/neke-carson-works-on-art-and-rectal-realism,Neke Carson,"This is a book about one artist and how he addressed the gallery system in the 70's. He basically took the art he found in galleries and turned the paintings and sculptures into ""Readymades"". He didn't go to the hardware store to look for ""found objects"". He went to Leo Castelli's and found art. He would sell the art by putting red dots near the work or he would hit the art with a tuning fork to get the sound off art and much more. The end result of all this was the birth of a new way of seeing and a brand new way of painting.Originally published in 1973, this re-issue includes a pamphlet with commentary from Neke Carson and an Afterword by Katherine Jánszky Michaelsen.136 p, ills colour & bw, paperback, 27 x 19 cm"
Present,//3ssstudios.com/cdn/shop/files/MarcNagtzaam-Present_1080x1530.jpg?v=1688767147,https://3ssstudios.com/collections/publications/products/present,Marc Nagtzaam,"For this publication Nagtzaam made compositions with frames, lines, dots, bars, scribbles, numbers, and pictures, all scanned from magazines and books he found in the library of the Laimun artist-in-residence program in Sardinia (Italy).Softcover, 40 + insert,29.7×21 cmWith an accompanying text about the library by Anya Jasbar.Design: Marc Nagtzaam & Roger Willems.Edition 400 copies.ISBN 9789464460308"
BRICKS FROM THE KILN #6 Insert Card,//3ssstudios.com/cdn/shop/files/1-1_1080x1530.png?v=1688099564,https://3ssstudios.com/collections/publications/products/bricks-from-the-kiln-6-insert-card,BRICKS FROM THE KILN,"Image 1: Elongated coin of London Bridge, relocated brick by brick from the banks of the Thames to the Arizona desert. Pressed at London Bridge, Lake Havasu, US, 2012.Image 2: Brick from the kiln, melted byproduct of the firing process. Found beside Hoffman Continuous Kiln at Craven Lime Works, Langcliffe, North Yorkshire, UK, 2013.10.3*14.7 cm"
IN THE BAG,//3ssstudios.com/cdn/shop/files/1_3d5c31e2-6827-4069-862d-b711d377bf81_1080x1530.png?v=1687989715,https://3ssstudios.com/collections/publications/products/in-the-bag,Paul Buck,"148 × 210mm, 28pp. + insertEdition of 150, published by BFTKISBN 978-0-9956835-5-6November 2022, LondonPublished as a precursor to BFTK#6, ‘In the Bag’ by Paul Buck is a pamphlet / essay / missive about rarities, the out of print, one-offs and those ‘oddities, oddments and ornaments’ that collectors and magpies seek, hoard and lose. Printed and numbered in an edition of 150, each copy comes with a violet insert featuring a photograph of a Gladstone bag by Valentine Day."
The Supreme Deluxe Essential Monster Chetwynd Handbook,//3ssstudios.com/cdn/shop/files/front_58bb4be4-b405-4c90-aab7-7c4ab6d0b0c7_1080x1530.png?v=1685225364,https://3ssstudios.com/collections/publications/products/the-supreme-deluxe-essential-monster-chetwynd-handbook,Monster Chetwynd,"The Green Room & Science Lab, The Panther Ejaculates, Uptight Upright, Upside Down, JABBA, I'M BACK! and Cocaine and Caviar—Monster Chetwynd gives her performances playful and often off-beat titles. Her colorful, imaginative costumes and props are all handmade, and her friends, her relatives and herself make up the cast. Her performance pieces include elements of folk theatre and street spectacle as well as plenty of scientific, literary and pop cultural allusions. Humorous, informal, improvised and unconventional elements are also writ large in Monster Chetwynd’s work.This kind of creative work generally defies any attempts to archive or eternize it. “My performances are exciting live moments that are difficult to document,” concedes Chetwynd. And yet this book seeks to do just that. “In looking at a printed survey such as this, however, the reader’s energy builds in a way that is similar to witnessing one of the live events.” And this is indeed a book about building energy, solidarity and interconnectedness.Full to bursting with photographic documentation and source material, this book graphically retraces Monster Chetwynd’s creative years from 2007 to 2018. The photo series are framed by richly illustrated fanzines, mostly in English, covering each production, including references to sources of inspiration and cast lists.Monster Chetwynd(b. 1973, London) is a British performance artist. She studied anthropology and later fine arts at the University College London and the Royal College of Art in London. She was shortlisted for the Turner Prize in 2012 and her works are included in several museums in Britain and abroad. Monster Chetwynd lives and works in Glasgow.Designer: Marie Lusa1st edition,2019Language: EnglishSoftcover647 pages800 color images27.4 × 19.4 cmISBN: 978-3-906803-82-1"
Triple Point,//3ssstudios.com/cdn/shop/files/1_0f8728f0-7e61-4d49-ac26-feb2a19427d7_1080x1530.jpg?v=1683927491,https://3ssstudios.com/collections/publications/products/triple-point,Leah Beeferman,"Triple Pointinterprets a small volcanic eruption (Holuhraun, Iceland, 2014) in context of abstract image-making, and in translation from digital (RGB) to printed (CMYK) space: drawn layers and color separations as parallels to elemental, earthly materials.Positive and negative space drift in and out of position as stone appears as lava and lava appears as atmosphere. Fittingly, Triple Point is a scientific term referring to the exact pressure and temperature at which a substance can exist simultaneously in each of the three phases (gas, liquid, solid). This tenuousness pervades the work presented here, with all of the elements shifting and coalescing in continuation. We seem to be witnessing the formation of an island or the unmaking of a digital landscape, but there is an uncertainty as to which direction these transformations are playing out. As you try to hold on to the forms, they shift and break free.— Daniel Everett2016Six-colour spot printing,open spine with tri-fold cover.Edition of 30023 x 26 cm, 80 pagesEdit and design by the artistand Lodret Vandret.Texts by Daniel Everetton riso printed insert.ISBN 978-87-92988-15-7"
NYC Fishing Journal / 纽约钓鱼日志,//3ssstudios.com/cdn/shop/files/1_9d68b0a3-087a-44ad-a042-9490d705215c_1080x1530.jpg?v=1683477408,https://3ssstudios.com/collections/publications/products/nyc-fishing-journal-%E7%BA%BD%E7%BA%A6%E9%92%93%E9%B1%BC%E6%97%A5%E5%BF%97,Yi Xin TONG / 童义欣,"TONG started fishing in New York City in early 2015. He has since been to various urban peripheries where he encountered ruins, wild animals and vegetation, shamans, and many other things beyond mundane life. As an artist, TONG realized that he had enthusiastically appropriated large amounts of studio time for fishing. It brought him from artmaking to explorations of the city’s less-seen aspects.TONG keeps visual and textual notes of all his fishing trips: his harvest, his cooking of fish dishes, his tackle, companions, the weather, the route, the landscapes, all of which he archives inside his laptop. This archive became the starting point for this publication.With more than 200 images, 3 flip books of video stills, and other related objects, the Journal offers a glimpse into TONG’s fishing trips around the city. Photos are printed in various sizes, bundled loosely using fish lines, tagged and arranged according to TONG's organizing habits. Boxed up in a transparent case, the publication materializes TONG’s digital archive, while it also suggests the form of a memory box, a treasure case, and a fish tank.NYC Fishing Journalpresents images and notes from 62 out of hundreds of TONG’s fishing trips between 2015 and 2018. It is an editioned publication, an archive of a project, an artist book, a piece of artwork, a collaboration, and all of the above at once.-Yi Xin TONG is a New York-based artist. Tong studied geology at China University of Geosciences in Beijing and received his BFA in Visual Art from Simon Fraser University and MFA in Studio Art from New York University. In poetic and absurd languages, he uses multimedia installation, site-specific project, video, and sound to analyze seemingly desperate social conditions, and our contradictory relationships with ourselves and with other living beings, objects, and cultural entities. Recent solo exhibitions include NARS Foundation, Vanguard Gallery, Katzman Contemporary; group exhibitions include the BRIC Biennial, Guangzhou Airport Biennale, Museum of Contemporary Canadian Art, National Taiwan Museum of Fine Arts, MOCA Shanghai, CAFA Art Museum, Long March Space, Alyssa Davis Gallery, Chambers Fine Art, and Hanart TZ Gallery.July 2019Overall dimensions variableContainer size: 5.75 in × 13.5 in × 7 in (14.6 cm × 34.3 cm ×17.8 cm)Edition: 15 + 5 A.P.With Certificate and signature by the artist"
"To: You, From: Future",//3ssstudios.com/cdn/shop/files/1_e79024a7-0c8f-4fb8-9027-f07795a37fd0_1080x1530.png?v=1683675826,https://3ssstudios.com/collections/publications/products/to-you-from-future,Sasha de Koninck,"To: You, From: Futureis a retrospective catalog of the first three years of work produced by The Research Lab of Ambiguous Futurology. The Research Lab of Ambiguous Futurology began in April 2020 with a simple provocation--tell us what you think the future will be like, and we will make you something to wear for that future. Three years later, over 30 people have participated, sharing their ideas about the future. This book collects all of the garments, Future Heirlooms, together in one place alongside the corresponding futures, as well as texts about the project and exhibition documentation.Year: 2023Pages: 140Size: 8.5”x11”"
Scrap Book No.1,//3ssstudios.com/cdn/shop/files/1_322f9a1a-ecac-4d4a-90b3-5137a1535393_1080x1530.png?v=1683305425,https://3ssstudios.com/collections/publications/products/scrap-book-no-1,Sasha de Koninck,"Since I started making books, I have been saving all of my misprints and mishaps. Scrapbook No.1 is a collection of scanned collages made from these misfortunes.Year: 2023Dimensions: 5.5”x8.5”Pages: 112"
